CustomerID,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Gender_Female,Gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_No,Churn_Yes
530,0,48,59.72,852.88,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False
531,1,36,44.53,7861.85,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False
532,1,25,64.84,6884.78,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
533,1,39,52.05,5509.43,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
534,1,37,94.44,7511.22,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False
535,1,53,117.12,5784.04,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
536,0,21,63.8,1539.85,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True
537,0,15,106.1,3548.41,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
538,1,27,76.59,590.59,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True
539,1,34,35.72,3129.47,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True
540,0,59,89.06,5937.99,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
541,0,44,71.34,3103.82,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
542,0,45,85.06,2655.75,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True
543,0,71,108.97,4770.94,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
544,1,54,64.04,6980.19,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
545,1,25,110.12,399.71,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False
546,0,24,95.07,3096.05,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True
547,1,64,68.86,1282.76,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
548,0,5,80.32,5568.93,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
549,1,22,52.56,863.68,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
550,0,63,118.36,5325.17,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
551,1,42,86.74,2303.72,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
552,0,22,24.38,1607.36,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True
553,0,29,52.66,7492.09,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False
554,1,17,82.33,167.83,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
555,0,20,25.63,3513.46,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False
556,1,56,22.39,192.58,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
557,1,22,65.0,3879.07,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False
558,0,44,53.27,4018.36,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
559,1,43,63.83,2586.87,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
560,1,46,46.27,1074.65,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
561,1,39,36.47,3023.57,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True
562,1,50,88.91,5384.66,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True
563,1,41,71.46,6263.52,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True
564,0,6,40.02,4255.39,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
565,1,49,51.96,4726.88,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
566,1,47,79.18,1620.92,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False
567,1,5,27.22,2312.9,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True
568,1,8,34.75,1311.93,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False
569,1,56,27.32,2009.38,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False
570,0,30,101.23,1814.6,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False
571,1,20,95.24,4165.2,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
572,0,39,95.33,4510.26,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
573,0,44,91.63,7560.68,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True
574,0,48,86.94,1580.65,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,True,False
575,0,19,67.7,5140.57,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False
576,1,16,84.23,6541.73,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True
577,0,27,23.84,4490.73,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
578,0,40,82.15,2054.93,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True
579,1,65,97.79,2115.15,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
580,1,24,70.04,333.24,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
581,1,57,55.75,2457.44,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True
582,0,40,47.74,5961.94,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
583,1,5,84.28,399.19,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True
584,1,37,89.28,1769.98,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
585,0,5,107.1,5655.74,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False
586,1,44,54.23,6265.56,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True
587,1,13,96.98,3653.44,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True
588,1,65,76.14,5590.63,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
589,1,39,108.28,3115.86,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
590,0,2,72.78,1296.11,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
591,1,23,71.76,3197.23,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
592,1,18,77.79,4648.14,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
593,0,17,94.93,7585.47,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
594,1,63,116.47,568.63,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
595,0,34,27.36,4069.0,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True
596,1,61,25.34,2644.78,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
597,0,0,113.76,4076.33,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
598,0,24,72.99,211.32,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True
599,0,44,81.49,2517.94,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
600,0,48,68.24,6562.55,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False
601,1,15,29.37,4440.46,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False
602,0,18,96.81,3615.65,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False
603,1,22,94.72,2298.49,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True
604,0,24,51.17,2398.38,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
605,0,15,50.62,3077.15,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
606,0,53,103.78,6687.85,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False
607,1,0,27.24,7738.36,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False
608,0,41,108.11,3520.47,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
609,1,18,45.67,3158.96,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
610,1,33,79.3,6775.48,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True
611,1,54,113.6,3426.7,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True
612,1,17,87.81,4425.11,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
613,1,33,61.44,1862.91,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False
614,1,44,88.95,5953.15,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False
615,1,5,54.4,4265.27,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True
616,1,20,47.73,6476.1,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True
617,1,69,119.67,6250.25,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
618,0,47,95.08,1735.74,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False
619,0,38,84.47,5730.77,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
620,0,30,55.53,6404.43,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False
621,0,9,24.92,2781.94,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False
622,0,29,23.11,1397.42,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
623,1,17,75.42,41.0,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True
624,1,59,96.2,3618.21,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False
625,1,14,73.74,2832.41,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
626,1,3,104.08,4448.18,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
627,1,62,23.34,1520.57,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
628,1,39,56.68,6880.13,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
629,1,8,43.71,2076.89,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False
630,0,8,64.73,1826.91,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False
631,0,25,27.24,3856.1,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True
632,0,3,115.41,4000.83,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False
633,0,15,42.33,1736.38,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
634,1,14,112.23,2189.45,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True
635,1,51,62.59,1374.25,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
636,1,68,118.55,5753.31,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False
637,0,4,75.41,6165.31,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
638,1,19,113.08,3709.38,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False
639,1,17,20.53,5718.41,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False
640,1,1,94.82,5892.76,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
641,0,12,110.31,1123.44,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
642,1,3,33.97,7730.1,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False
643,0,41,29.61,6571.83,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True
644,0,60,62.46,1651.78,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True
645,0,7,113.37,1505.6,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
646,0,66,74.24,1022.78,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True
647,1,62,72.75,1124.26,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
648,0,8,34.11,5990.33,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True
649,0,10,20.08,3767.84,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True
650,1,41,101.01,6267.81,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
651,1,12,28.76,5975.11,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False
652,0,35,83.38,4844.81,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
653,1,12,111.46,5497.21,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
654,0,11,40.87,166.48,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False
655,0,36,86.53,2507.99,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
656,0,51,27.87,5109.82,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True
657,0,70,80.38,94.57,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
658,1,1,36.39,283.16,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
659,0,55,93.6,6818.07,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
660,1,59,50.12,5478.52,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
661,1,22,66.34,2137.65,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True
662,1,39,79.94,5509.94,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
663,1,63,37.13,6343.8,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True
664,0,22,94.16,2468.22,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True
665,1,28,50.26,307.58,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True
666,0,50,86.24,7463.58,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
667,1,68,35.83,2774.54,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
668,1,30,88.81,869.72,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True
669,0,49,32.82,3945.02,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
670,0,19,62.54,6152.37,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False
671,0,54,44.72,1788.75,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
672,1,1,94.84,2170.53,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False
673,1,24,46.2,1956.87,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False
674,0,12,108.17,7933.55,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
675,0,69,109.18,1595.28,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
676,0,66,39.64,4612.65,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False
677,0,57,81.38,7403.61,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True
678,1,63,28.77,1192.23,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
679,0,68,59.15,7767.42,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
680,0,58,91.33,7580.87,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
681,0,59,85.94,7078.88,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
682,0,61,82.47,1732.16,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False
683,1,15,48.25,5079.76,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False
684,0,67,57.8,6091.91,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
685,1,14,30.29,7888.5,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False
686,0,54,91.9,1459.78,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True
687,0,34,70.39,6132.89,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False
688,1,54,90.88,2723.63,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True
689,0,13,44.89,1421.5,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True
690,1,48,52.44,3382.59,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
691,1,6,53.42,6354.81,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
692,0,29,22.57,3729.5,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True
693,1,48,54.1,4309.43,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False
694,1,15,100.33,7961.37,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
695,1,50,109.73,3204.89,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False
696,1,71,71.82,4930.9,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True
697,1,41,65.55,2934.65,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True
698,1,16,23.08,3154.43,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
699,1,62,107.92,5571.21,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False
700,1,44,21.3,7504.34,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
701,0,6,114.48,4348.02,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
702,0,26,68.92,6151.83,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True
703,1,9,54.19,731.87,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
704,0,33,112.42,1705.04,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True
705,1,35,22.44,4027.01,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True
706,1,24,78.14,179.69,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True
707,0,5,74.89,2037.78,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False
708,1,23,41.93,4148.86,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True
709,1,17,62.89,139.39,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
710,1,5,85.23,2131.08,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
711,1,28,92.71,4121.97,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False
712,0,24,20.07,4593.73,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False
713,1,54,113.69,7407.5,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
714,1,45,36.45,5169.86,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,True
715,1,23,43.36,3329.59,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
716,0,25,46.35,7444.2,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
717,1,27,23.78,6283.37,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
718,0,2,32.31,1616.07,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
719,0,37,118.63,1064.12,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
720,1,60,51.52,5412.98,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
721,1,50,31.53,4487.87,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True
722,0,47,30.7,6321.6,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True
723,1,20,91.95,5915.66,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
724,0,53,105.46,5009.19,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
725,0,55,45.7,7891.33,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False
726,1,58,22.09,4278.05,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False
727,1,71,42.31,922.58,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True
728,0,50,25.65,6629.62,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False
729,0,19,30.34,2029.79,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
730,0,58,63.15,6222.87,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True
731,0,70,42.99,7657.71,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
732,1,8,71.59,5580.43,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False
733,1,0,45.35,4776.32,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True
734,1,28,114.05,3693.88,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
735,1,62,110.59,2927.99,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False
736,1,71,76.68,2836.98,False,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False
737,0,55,55.44,5098.25,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False
738,1,67,58.11,6015.16,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True
739,1,34,61.19,5434.57,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True
740,1,2,92.76,1603.31,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
741,1,6,65.16,3962.02,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
742,1,26,105.67,6337.29,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True
743,0,0,114.41,3816.12,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
744,0,70,53.59,4302.25,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False
745,0,43,76.07,6173.67,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
746,1,40,29.51,5296.9,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False
747,0,41,40.05,3286.57,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False
748,0,32,61.35,7165.39,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
749,1,49,40.62,1317.29,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
750,1,62,107.66,7964.22,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
751,1,36,35.83,968.44,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True
752,0,58,65.57,139.3,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True
753,0,47,80.57,7122.35,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True
754,1,4,89.19,1974.73,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
755,1,47,58.31,5843.0,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
756,0,2,106.91,6491.9,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
757,0,46,76.83,6874.71,True,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
758,1,61,63.95,7932.92,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
759,1,13,26.72,2366.44,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True
760,0,62,66.47,5687.74,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
761,1,60,102.07,940.89,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True
762,0,30,81.45,3266.34,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False
763,0,16,103.22,6786.81,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
764,0,23,69.4,2953.91,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
765,0,22,31.85,4736.94,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True
766,1,49,21.36,4040.11,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
767,1,69,50.32,5174.69,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
768,0,26,89.8,7783.7,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False
769,0,14,99.03,464.77,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
770,0,49,49.58,4600.21,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False
771,0,35,69.57,6906.97,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True
772,0,7,62.11,3861.43,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
773,1,2,61.05,646.65,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
774,1,61,43.13,4493.1,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
775,1,46,33.64,2669.95,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False
776,1,60,39.67,1256.44,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
777,0,31,25.53,6795.3,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False
778,0,12,39.81,4182.36,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False
779,0,0,20.92,7467.55,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False
780,0,33,82.73,6452.01,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
781,0,61,51.64,5549.91,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False
782,1,70,117.31,60.1,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
783,0,30,39.37,3434.03,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True
784,1,63,54.58,1595.94,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
785,1,24,55.78,7288.17,True,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,False
786,1,37,20.85,1413.18,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,True,False
787,1,13,103.92,2302.76,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True
788,0,7,23.2,4144.36,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True
789,1,53,114.02,2121.64,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False
790,1,1,109.21,1694.72,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
791,1,55,73.55,4800.81,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True
792,0,60,74.36,729.66,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
793,0,21,85.38,484.18,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
794,0,34,58.71,2990.52,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False
795,1,15,84.72,5770.9,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True
796,1,49,24.48,4447.36,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True
797,0,42,25.4,3394.55,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
798,1,16,65.72,4534.7,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True
799,0,57,74.96,2936.3,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False
800,0,1,108.78,7490.45,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False
